Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Workers,"Class of Worker","Government workers",43239,"(+/- 2595 )",29597,"(+/- 2564 )",29681,"(+/- 2773 )",34880,"(+/- 2331 )",27053,"(+/- 2039 )",32739,"(+/- 2293 )",38395,"(+/- 2659 )",45186,"(+/- 2913 )",31608,"(+/- 2836 )",33846,"(+/- 2149 )",29427,"(+/- 2436 )",43219,"(+/- 2945 )",25274,"(+/- 2694 )",28697,"(+/- 2748 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",21559,"(+/- 1812 )",18055,"(+/- 2151 )",20202,"(+/- 2235 )",16879,"(+/- 1659 )",15332,"(+/- 2221 )",18059,"(+/- 1854 )",17699,"(+/- 2257 )",15422,"(+/- 1622 )",14698,"(+/- 1604 )",16993,"(+/- 1666 )",15259,"(+/- 1881 )",11019,"(+/- 1472 )",10292,"(+/- 1639 )",13702,"(+/- 2049 )"
Workers,"Class of Worker","Unpaid family workers",599,"(+/- 285 )",261,"(+/- 175 )",223,"(+/- 165 )",736,"(+/- 277 )",393,"(+/- 231 )",963,"(+/- 512 )",513,"(+/- 250 )",1153,"(+/- 434 )",395,"(+/- 229 )",970,"(+/- 378 )",677,"(+/- 342 )",411,"(+/- 317 )",196,"(+/- 164 )",609,"(+/- 291 )"
Housing,"Housing Occupancy","Total housing units",452063,"(+/- 1265 )",322190,"(+/- 2605 )",306024,"(+/- 2566 )",353510,"(+/- 1635 )",329476,"(+/- 1575 )",332481,"(+/- 1108 )",309679,"(+/- 1661 )",303687,"(+/- 2540 )",321065,"(+/- 3996 )",317137,"(+/- 3237 )",305288,"(+/- 3994 )",294864,"(+/- 4036 )",334231,"(+/- 4915 )",332857,"(+/- 5185 )"
Housing,"Housing Occupancy","Occupied housing units",293025,"(+/- 4377 )",277873,"(+/- 3505 )",283940,"(+/- 3578 )",279730,"(+/- 2895 )",283846,"(+/- 3200 )",285178,"(+/- 3922 )",279677,"(+/- 3073 )",281718,"(+/- 3569 )",298288,"(+/- 4210 )",286251,"(+/- 3624 )",287025,"(+/- 3869 )",277461,"(+/- 4529 )",266256,"(+/- 4421 )",277198,"(+/- 5340 )"
Housing,"Housing Occupancy","Vacant housing units",159038,"(+/- 4120 )",44317,"(+/- 2286 )",22084,"(+/- 2706 )",73780,"(+/- 3051 )",45630,"(+/- 2896 )",47303,"(+/- 3572 )",30002,"(+/- 2841 )",21969,"(+/- 2710 )",22777,"(+/- 3029 )",30886,"(+/- 2618 )",18263,"(+/- 2211 )",17403,"(+/- 2477 )",67975,"(+/- 3562 )",55659,"(+/- 3325 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.4,"(+/- 0.4 )",0.7,"(+/- 0.3 )",0.6,"(+/- 0.3 )",1.2,"(+/- 0.3 )",1.2,"(+/- 0.4 )",1.0,"(+/- 0.4 )",1.1,"(+/- 0.4 )",0.6,"(+/- 0.3 )",1.8,"(+/- 0.6 )",1.4,"(+/- 0.5 )",0.8,"(+/- 0.3 )",1.1,"(+/- 0.4 )",3.1,"(+/- 0.6 )",1.8,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",7.3,"(+/- 1.9 )",4.5,"(+/- 1.5 )",5.3,"(+/- 1.5 )",4.3,"(+/- 1.8 )",6.4,"(+/- 1.3 )",4.3,"(+/- 1.4 )",4.1,"(+/- 1.4 )",4.6,"(+/- 1.6 )",4.5,"(+/- 1.3 )",4.6,"(+/- 1.6 )",5.7,"(+/- 1.9 )",4.3,"(+/- 1.0 )",2.7,"(+/- 0.8 )",5.7,"(+/- 1.0 )"
Housing,"Housing Tenure","Occupied housing units",293025,"(+/- 4377 )",277873,"(+/- 3505 )",283940,"(+/- 3578 )",279730,"(+/- 2895 )",283846,"(+/- 3200 )",285178,"(+/- 3922 )",279677,"(+/- 3073 )",281718,"(+/- 3569 )",298288,"(+/- 4210 )",286251,"(+/- 3624 )",287025,"(+/- 3869 )",277461,"(+/- 4529 )",266256,"(+/- 4421 )",277198,"(+/- 5340 )"
Housing,"Housing Tenure",Owner-occupied,228704,"(+/- 4157 )",208643,"(+/- 3823 )",208419,"(+/- 3294 )",211759,"(+/- 3175 )",196659,"(+/- 4034 )",207386,"(+/- 3764 )",217224,"(+/- 3648 )",205141,"(+/- 3836 )",207861,"(+/- 4592 )",232859,"(+/- 3447 )",219714,"(+/- 4181 )",176341,"(+/- 4073 )",142047,"(+/- 4067 )",154727,"(+/- 4575 )"
Housing,"Housing Tenure",Renter-occupied,64321,"(+/- 3449 )",69230,"(+/- 3940 )",75521,"(+/- 3352 )",67971,"(+/- 3094 )",87187,"(+/- 3954 )",77792,"(+/- 3264 )",62453,"(+/- 3647 )",76577,"(+/- 3813 )",90427,"(+/- 4490 )",53392,"(+/- 2796 )",67311,"(+/- 3045 )",101120,"(+/- 3892 )",124209,"(+/- 4246 )",122471,"(+/- 4528 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.38,"(+/- 0.03 )",2.69,"(+/- 0.03 )",2.66,"(+/- 0.04 )",2.48,"(+/- 0.03 )",2.39,"(+/- 0.04 )",2.58,"(+/- 0.04 )",2.52,"(+/- 0.04 )",2.70,"(+/- 0.04 )",2.45,"(+/- 0.04 )",2.57,"(+/- 0.04 )",2.66,"(+/- 0.04 )",2.61,"(+/- 0.05 )",2.54,"(+/- 0.07 )",2.64,"(+/- 0.07 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.06,"(+/- 0.08 )",2.34,"(+/- 0.10 )",2.35,"(+/- 0.07 )",2.23,"(+/- 0.07 )",2.19,"(+/- 0.07 )",2.20,"(+/- 0.08 )",2.17,"(+/- 0.08 )",2.26,"(+/- 0.07 )",2.22,"(+/- 0.08 )",2.14,"(+/- 0.07 )",2.13,"(+/- 0.08 )",2.26,"(+/- 0.07 )",2.35,"(+/- 0.07 )",2.32,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",293025,"(+/- 4377 )",277873,"(+/- 3505 )",283940,"(+/- 3578 )",279730,"(+/- 2895 )",283846,"(+/- 3200 )",285178,"(+/- 3922 )",279677,"(+/- 3073 )",281718,"(+/- 3569 )",298288,"(+/- 4210 )",286251,"(+/- 3624 )",287025,"(+/- 3869 )",277461,"(+/- 4529 )",266256,"(+/- 4421 )",277198,"(+/- 5340 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",44124,"(+/- 2714 )",47534,"(+/- 3482 )",48847,"(+/- 3122 )",42674,"(+/- 3010 )",48112,"(+/- 3402 )",51335,"(+/- 2766 )",43853,"(+/- 3052 )",52813,"(+/- 3655 )",48056,"(+/- 2849 )",38093,"(+/- 3139 )",47195,"(+/- 2471 )",60136,"(+/- 3643 )",46210,"(+/- 3263 )",47894,"(+/- 3074 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",37686,"(+/- 2110 )",43046,"(+/- 2826 )",45666,"(+/- 2609 )",39857,"(+/- 2515 )",40678,"(+/- 3089 )",39788,"(+/- 2874 )",37172,"(+/- 2768 )",40771,"(+/- 2894 )",48919,"(+/- 3377 )",39733,"(+/- 2623 )",44427,"(+/- 2531 )",41483,"(+/- 2908 )",49612,"(+/- 2691 )",48958,"(+/- 3360 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",51548,"(+/- 2628 )",52190,"(+/- 3064 )",56612,"(+/- 3174 )",47396,"(+/- 2193 )",55142,"(+/- 3331 )",52631,"(+/- 2686 )",51159,"(+/- 2940 )",50936,"(+/- 3201 )",63455,"(+/- 3589 )",54696,"(+/- 2851 )",54129,"(+/- 3234 )",48813,"(+/- 2667 )",54062,"(+/- 3247 )",57816,"(+/- 3980 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",65380,"(+/- 2520 )",62399,"(+/- 3501 )",57381,"(+/- 3140 )",60331,"(+/- 2584 )",53859,"(+/- 2889 )",60375,"(+/- 3270 )",62347,"(+/- 2964 )",60266,"(+/- 2837 )",54195,"(+/- 2781 )",65776,"(+/- 3091 )",59571,"(+/- 2660 )",50288,"(+/- 2793 )",45015,"(+/- 2603 )",48705,"(+/- 3063 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",43782,"(+/- 2141 )",36313,"(+/- 2585 )",37606,"(+/- 2543 )",43644,"(+/- 2318 )",36090,"(+/- 2613 )",37764,"(+/- 2354 )",40215,"(+/- 2266 )",42214,"(+/- 2670 )",36041,"(+/- 2158 )",48505,"(+/- 2707 )",45514,"(+/- 2783 )",34333,"(+/- 3018 )",25401,"(+/- 2126 )",31887,"(+/- 2502 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",50505,"(+/- 1814 )",36391,"(+/- 2215 )",37828,"(+/- 2204 )",45828,"(+/- 2006 )",49965,"(+/- 2504 )",43285,"(+/- 2133 )",44931,"(+/- 2447 )",34718,"(+/- 2248 )",47622,"(+/- 2455 )",39448,"(+/- 2200 )",36189,"(+/- 2343 )",42408,"(+/- 2708 )",45956,"(+/- 2627 )",41938,"(+/- 3214 )"
Housing,Value,"Owner-occupied units",228704,"(+/- 4157 )",208643,"(+/- 3823 )",208419,"(+/- 3294 )",211759,"(+/- 3175 )",196659,"(+/- 4034 )",207386,"(+/- 3764 )",217224,"(+/- 3648 )",205141,"(+/- 3836 )",207861,"(+/- 4592 )",232859,"(+/- 3447 )",219714,"(+/- 4181 )",176341,"(+/- 4073 )",142047,"(+/- 4067 )",154727,"(+/- 4575 )"
Housing,Value,"Less than $50,000",25888,"(+/- 1730 )",20186,"(+/- 1958 )",14980,"(+/- 1405 )",23398,"(+/- 1709 )",40387,"(+/- 2560 )",18354,"(+/- 2031 )",20031,"(+/- 1882 )",12864,"(+/- 1593 )",12760,"(+/- 1840 )",18869,"(+/- 1926 )",9145,"(+/- 1102 )",11545,"(+/- 1489 )",46327,"(+/- 3091 )",30879,"(+/- 2650 )"
Housing,Value,"$50,000 to $99,999",48857,"(+/- 2374 )",26392,"(+/- 1858 )",28636,"(+/- 2204 )",53638,"(+/- 2230 )",50153,"(+/- 2914 )",36023,"(+/- 2338 )",32963,"(+/- 2548 )",19425,"(+/- 1986 )",30324,"(+/- 2517 )",28223,"(+/- 1883 )",6279,"(+/- 954 )",31312,"(+/- 1615 )",40460,"(+/- 2797 )",31411,"(+/- 2291 )"
Housing,Value,"$100,000 to $149,999",42288,"(+/- 2180 )",41460,"(+/- 2834 )",36979,"(+/- 2128 )",44668,"(+/- 2541 )",41248,"(+/- 2229 )",42709,"(+/- 3029 )",41217,"(+/- 2488 )",21682,"(+/- 1684 )",45738,"(+/- 2732 )",32192,"(+/- 2047 )",19602,"(+/- 1591 )",36992,"(+/- 2294 )",29444,"(+/- 2370 )",16414,"(+/- 1655 )"
Housing,Value,"$150,000 to $199,999",37446,"(+/- 2212 )",42500,"(+/- 2789 )",42813,"(+/- 2557 )",38773,"(+/- 2146 )",31549,"(+/- 2117 )",39679,"(+/- 2122 )",41558,"(+/- 2222 )",28323,"(+/- 2093 )",47049,"(+/- 3107 )",37183,"(+/- 2096 )",32914,"(+/- 2515 )",31245,"(+/- 2576 )",15098,"(+/- 1762 )",18244,"(+/- 1817 )"
Housing,Value,"$200,000 to $299,999",37660,"(+/- 2081 )",47866,"(+/- 2261 )",43424,"(+/- 3008 )",32179,"(+/- 1920 )",22370,"(+/- 2287 )",37505,"(+/- 2458 )",45464,"(+/- 2471 )",57939,"(+/- 2878 )",40184,"(+/- 2271 )",62147,"(+/- 3098 )",63625,"(+/- 3128 )",31219,"(+/- 2148 )",6570,"(+/- 1266 )",24809,"(+/- 2000 )"
Housing,Value,"$300,000 to $499,999",24787,"(+/- 1514 )",22971,"(+/- 1991 )",30613,"(+/- 2418 )",14399,"(+/- 1166 )",7515,"(+/- 1099 )",21218,"(+/- 1996 )",28416,"(+/- 1912 )",49722,"(+/- 1896 )",18896,"(+/- 1752 )",44931,"(+/- 2650 )",63183,"(+/- 2369 )",22901,"(+/- 1822 )",2303,"(+/- 610 )",22584,"(+/- 1470 )"
Housing,Value,"$500,000 to $999,999",9258,"(+/- 1132 )",5800,"(+/- 944 )",9487,"(+/- 1269 )",3475,"(+/- 747 )",2925,"(+/- 808 )",10140,"(+/- 1165 )",6276,"(+/- 1016 )",13432,"(+/- 1269 )",10034,"(+/- 1087 )",8051,"(+/- 1193 )",21161,"(+/- 1561 )",9837,"(+/- 1224 )",1300,"(+/- 566 )",8789,"(+/- 992 )"
Housing,Value,"$1,000,000 or more",2520,"(+/- 481 )",1468,"(+/- 479 )",1487,"(+/- 455 )",1229,"(+/- 356 )",512,"(+/- 320 )",1758,"(+/- 560 )",1299,"(+/- 443 )",1754,"(+/- 557 )",2876,"(+/- 641 )",1263,"(+/- 410 )",3805,"(+/- 711 )",1290,"(+/- 351 )",545,"(+/- 358 )",1597,"(+/- 547 )"
Housing,Value,"Median (dollars)",146600,"(+/- 3119 )",165400,"(+/- 2380 )",173400,"(+/- 2636 )",130900,"(+/- 2948 )",108100,"(+/- 2682 )",156700,"(+/- 3111 )",164800,"(+/- 2650 )",234800,"(+/- 4205 )",163300,"(+/- 2497 )",199900,"(+/- 4385 )",262700,"(+/- 4059 )",160000,"(+/- 2680 )",77700,"(+/- 2916 )",144700,"(+/- 9706 )"
Housing,"Mortgage Status","Owner-occupied units",228704,"(+/- 4157 )",208643,"(+/- 3823 )",208419,"(+/- 3294 )",211759,"(+/- 3175 )",196659,"(+/- 4034 )",207386,"(+/- 3764 )",217224,"(+/- 3648 )",205141,"(+/- 3836 )",207861,"(+/- 4592 )",232859,"(+/- 3447 )",219714,"(+/- 4181 )",176341,"(+/- 4073 )",142047,"(+/- 4067 )",154727,"(+/- 4575 )"
Housing,"Mortgage Status","Housing units with a mortgage",123893,"(+/- 4027 )",125967,"(+/- 3294 )",130307,"(+/- 3864 )",118426,"(+/- 3148 )",106732,"(+/- 3787 )",126717,"(+/- 3638 )",134383,"(+/- 3605 )",139146,"(+/- 3938 )",131387,"(+/- 4274 )",143365,"(+/- 4013 )",146977,"(+/- 4353 )",106509,"(+/- 3293 )",60123,"(+/- 3247 )",77967,"(+/- 3382 )"
Housing,"Mortgage Status","Housing units without a mortgage",104811,"(+/- 3034 )",82676,"(+/- 3432 )",78112,"(+/- 3011 )",93333,"(+/- 2619 )",89927,"(+/- 3495 )",80669,"(+/- 2692 )",82841,"(+/- 3079 )",65995,"(+/- 2709 )",76474,"(+/- 3537 )",89494,"(+/- 3156 )",72737,"(+/- 3442 )",69832,"(+/- 3556 )",81924,"(+/- 3672 )",76760,"(+/- 3426 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",123893,"(+/- 4027 )",125967,"(+/- 3294 )",130307,"(+/- 3864 )",118426,"(+/- 3148 )",106732,"(+/- 3787 )",126717,"(+/- 3638 )",134383,"(+/- 3605 )",139146,"(+/- 3938 )",131387,"(+/- 4274 )",143365,"(+/- 4013 )",146977,"(+/- 4353 )",106509,"(+/- 3293 )",60123,"(+/- 3247 )",77967,"(+/- 3382 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",4467,"(+/- 684 )",1905,"(+/- 505 )",2310,"(+/- 635 )",2939,"(+/- 673 )",2704,"(+/- 583 )",2278,"(+/- 590 )",1946,"(+/- 562 )",545,"(+/- 317 )",1983,"(+/- 628 )",1715,"(+/- 455 )",482,"(+/- 262 )",1373,"(+/- 586 )",1719,"(+/- 777 )",1159,"(+/- 497 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",49118,"(+/- 2280 )",42459,"(+/- 2854 )",36100,"(+/- 2518 )",45564,"(+/- 2132 )",42172,"(+/- 2878 )",40821,"(+/- 2766 )",38716,"(+/- 2411 )",23467,"(+/- 2129 )",33225,"(+/- 2403 )",32093,"(+/- 1949 )",15313,"(+/- 1665 )",25046,"(+/- 2138 )",24057,"(+/- 2136 )",15885,"(+/- 1745 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",42143,"(+/- 2436 )",49657,"(+/- 2988 )",48734,"(+/- 3287 )",41068,"(+/- 2617 )",38330,"(+/- 2976 )",47503,"(+/- 2663 )",48659,"(+/- 2669 )",44744,"(+/- 2779 )",55830,"(+/- 2993 )",47775,"(+/- 2985 )",45753,"(+/- 2358 )",34427,"(+/- 2375 )",25033,"(+/- 2181 )",23615,"(+/- 1853 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",16597,"(+/- 1416 )",19939,"(+/- 2055 )",23555,"(+/- 2271 )",17630,"(+/- 1472 )",16356,"(+/- 1603 )",20220,"(+/- 1783 )",26083,"(+/- 2003 )",34021,"(+/- 2619 )",21536,"(+/- 2057 )",34636,"(+/- 2331 )",36515,"(+/- 2318 )",23471,"(+/- 1792 )",6284,"(+/- 1022 )",17063,"(+/- 1799 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",5578,"(+/- 752 )",7822,"(+/- 1105 )",10524,"(+/- 1512 )",6749,"(+/- 984 )",4061,"(+/- 949 )",7773,"(+/- 1095 )",10874,"(+/- 1399 )",18660,"(+/- 1791 )",8330,"(+/- 1217 )",16848,"(+/- 1822 )",21985,"(+/- 2082 )",10963,"(+/- 1337 )",2236,"(+/- 665 )",10121,"(+/- 1462 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",2475,"(+/- 411 )",2534,"(+/- 682 )",4484,"(+/- 945 )",1662,"(+/- 508 )",1950,"(+/- 710 )",4535,"(+/- 901 )",3960,"(+/- 769 )",8449,"(+/- 1042 )",4299,"(+/- 904 )",6605,"(+/- 1234 )",12433,"(+/- 1398 )",5016,"(+/- 1033 )",357,"(+/- 160 )",5347,"(+/- 980 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3515,"(+/- 621 )",1651,"(+/- 445 )",4600,"(+/- 893 )",2814,"(+/- 702 )",1159,"(+/- 392 )",3587,"(+/- 645 )",4145,"(+/- 968 )",9260,"(+/- 1286 )",6184,"(+/- 888 )",3693,"(+/- 888 )",14496,"(+/- 1270 )",6213,"(+/- 902 )",437,"(+/- 254 )",4777,"(+/- 917 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1084,"(+/- 16 )",1172,"(+/- 20 )",1251,"(+/- 27 )",1109,"(+/- 16 )",1096,"(+/- 25 )",1176,"(+/- 21 )",1251,"(+/- 23 )",1511,"(+/- 33 )",1262,"(+/- 24 )",1394,"(+/- 27 )",1648,"(+/- 29 )",1376,"(+/- 34 )",1069,"(+/- 26 )",1464,"(+/- 36 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",104811,"(+/- 3034 )",82676,"(+/- 3432 )",78112,"(+/- 3011 )",93333,"(+/- 2619 )",89927,"(+/- 3495 )",80669,"(+/- 2692 )",82841,"(+/- 3079 )",65995,"(+/- 2709 )",76474,"(+/- 3537 )",89494,"(+/- 3156 )",72737,"(+/- 3442 )",69832,"(+/- 3556 )",81924,"(+/- 3672 )",76760,"(+/- 3426 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",13613,"(+/- 1227 )",7094,"(+/- 1169 )",7059,"(+/- 1080 )",11950,"(+/- 1220 )",6324,"(+/- 807 )",7653,"(+/- 896 )",6073,"(+/- 922 )",2508,"(+/- 629 )",3714,"(+/- 814 )",7128,"(+/- 1012 )",2527,"(+/- 756 )",3067,"(+/- 856 )",6964,"(+/- 1264 )",5989,"(+/- 1010 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",36258,"(+/- 1795 )",23397,"(+/- 1947 )",19277,"(+/- 1978 )",28999,"(+/- 1593 )",27689,"(+/- 2260 )",23515,"(+/- 1915 )",23175,"(+/- 1914 )",10424,"(+/- 1401 )",14913,"(+/- 1582 )",19843,"(+/- 1558 )",7307,"(+/- 1228 )",12551,"(+/- 1676 )",25498,"(+/- 2246 )",17481,"(+/- 2002 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",33277,"(+/- 1831 )",33236,"(+/- 2430 )",28179,"(+/- 2368 )",31629,"(+/- 1995 )",35284,"(+/- 2315 )",27892,"(+/- 2024 )",29991,"(+/- 2160 )",21411,"(+/- 1592 )",32000,"(+/- 2033 )",31629,"(+/- 1916 )",22319,"(+/- 1886 )",24768,"(+/- 2211 )",30842,"(+/- 2157 )",22912,"(+/- 1936 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",13044,"(+/- 1138 )",11878,"(+/- 1400 )",14200,"(+/- 1708 )",13848,"(+/- 1130 )",15438,"(+/- 1924 )",13407,"(+/- 1501 )",15313,"(+/- 1554 )",18256,"(+/- 1481 )",14973,"(+/- 1623 )",20437,"(+/- 2057 )",20273,"(+/- 2144 )",16408,"(+/- 1604 )",12417,"(+/- 2239 )",15050,"(+/- 1962 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",4603,"(+/- 724 )",3460,"(+/- 781 )",4857,"(+/- 857 )",4367,"(+/- 781 )",2925,"(+/- 680 )",4646,"(+/- 931 )",4625,"(+/- 739 )",7507,"(+/- 1123 )",5975,"(+/- 1135 )",7037,"(+/- 1363 )",10657,"(+/- 1001 )",6724,"(+/- 960 )",4650,"(+/- 1019 )",7174,"(+/- 993 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",4016,"(+/- 603 )",3611,"(+/- 705 )",4540,"(+/- 1009 )",2540,"(+/- 498 )",2267,"(+/- 824 )",3556,"(+/- 691 )",3664,"(+/- 892 )",5889,"(+/- 1013 )",4899,"(+/- 889 )",3420,"(+/- 794 )",9654,"(+/- 1125 )",6314,"(+/- 916 )",1553,"(+/- 538 )",8154,"(+/- 1149 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",412,"(+/- 7 )",456,"(+/- 9 )",482,"(+/- 12 )",431,"(+/- 9 )",451,"(+/- 9 )",456,"(+/- 11 )",469,"(+/- 10 )",587,"(+/- 14 )",516,"(+/- 13 )",504,"(+/- 14 )",639,"(+/- 14 )",553,"(+/- 15 )",446,"(+/- 9 )",528,"(+/- 19 )"
Housing,"Gross Rent","Occupied units paying rent",59135,"(+/- 3423 )",65449,"(+/- 4129 )",72945,"(+/- 3356 )",62572,"(+/- 2972 )",81073,"(+/- 3871 )",73901,"(+/- 3286 )",57921,"(+/- 3653 )",73307,"(+/- 3824 )",87767,"(+/- 4573 )",49848,"(+/- 2748 )",65285,"(+/- 3128 )",99123,"(+/- 3879 )",117498,"(+/- 4285 )",116069,"(+/- 4504 )"
Housing,"Gross Rent","Less than $500",14621,"(+/- 1686 )",8133,"(+/- 1441 )",8991,"(+/- 1389 )",11175,"(+/- 1272 )",13409,"(+/- 2067 )",12606,"(+/- 1900 )",7864,"(+/- 1331 )",4944,"(+/- 1120 )",7752,"(+/- 1318 )",6305,"(+/- 1123 )",3095,"(+/- 759 )",6464,"(+/- 1272 )",18435,"(+/- 2032 )",13553,"(+/- 1936 )"
Housing,"Gross Rent","$500 to $999",32861,"(+/- 2595 )",39638,"(+/- 2952 )",39410,"(+/- 3209 )",39118,"(+/- 2452 )",53941,"(+/- 2930 )",45049,"(+/- 2906 )",34969,"(+/- 2478 )",37001,"(+/- 2746 )",42550,"(+/- 3403 )",27531,"(+/- 2068 )",25471,"(+/- 2334 )",44938,"(+/- 3056 )",61361,"(+/- 3377 )",54735,"(+/- 3233 )"
Housing,"Gross Rent","$1,000 to $1,499",10074,"(+/- 1432 )",15033,"(+/- 2229 )",17981,"(+/- 2143 )",9754,"(+/- 1389 )",10899,"(+/- 1783 )",12518,"(+/- 1835 )",12643,"(+/- 1687 )",21670,"(+/- 1925 )",29091,"(+/- 3028 )",11215,"(+/- 1836 )",22714,"(+/- 1631 )",31905,"(+/- 2782 )",33280,"(+/- 3530 )",35999,"(+/- 2999 )"
Housing,"Gross Rent","$1,500 to $1,999",1092,"(+/- 370 )",1057,"(+/- 461 )",4385,"(+/- 934 )",1198,"(+/- 579 )",1902,"(+/- 797 )",2589,"(+/- 836 )",1589,"(+/- 447 )",6214,"(+/- 1309 )",6220,"(+/- 1303 )",2784,"(+/- 863 )",8228,"(+/- 1238 )",11148,"(+/- 1398 )",2934,"(+/- 912 )",8881,"(+/- 1580 )"
Housing,"Gross Rent","$2,000 to $2,499",281,"(+/- 189 )",1361,"(+/- 720 )",1747,"(+/- 608 )",1047,"(+/- 601 )",572,"(+/- 362 )",894,"(+/- 509 )",291,"(+/- 324 )",2141,"(+/- 779 )",1194,"(+/- 444 )",940,"(+/- 617 )",3124,"(+/- 758 )",2792,"(+/- 779 )",1305,"(+/- 572 )",1694,"(+/- 617 )"
Housing,"Gross Rent","$2,500 to $2,999",39,"(+/- 69 )",227,"(+/- 173 )",45,"(+/- 74 )",216,"(+/- 162 )",0,"(+/- 172 )",41,"(+/- 70 )",312,"(+/- 272 )",249,"(+/- 195 )",353,"(+/- 302 )",425,"(+/- 410 )",836,"(+/- 513 )",966,"(+/- 429 )",183,"(+/- 184 )",749,"(+/- 389 )"
Housing,"Gross Rent","$3,000 or more",167,"(+/- 149 )",0,"(+/- 172 )",386,"(+/- 337 )",64,"(+/- 86 )",350,"(+/- 364 )",204,"(+/- 187 )",253,"(+/- 136 )",1088,"(+/- 483 )",607,"(+/- 488 )",648,"(+/- 538 )",1817,"(+/- 727 )",910,"(+/- 439 )",0,"(+/- 172 )",458,"(+/- 340 )"
Housing,"Gross Rent","Median (dollars)",707,"(+/- 29 )",836,"(+/- 17 )",869,"(+/- 20 )",723,"(+/- 16 )",731,"(+/- 16 )",767,"(+/- 25 )",827,"(+/- 19 )",938,"(+/- 20 )",951,"(+/- 21 )",832,"(+/- 25 )",1070,"(+/- 27 )",985,"(+/- 20 )",830,"(+/- 21 )",932,"(+/- 18 )"
Housing,"Gross Rent","No rent paid",5186,"(+/- 763 )",3781,"(+/- 1024 )",2576,"(+/- 581 )",5399,"(+/- 879 )",6114,"(+/- 1234 )",3891,"(+/- 1022 )",4532,"(+/- 910 )",3270,"(+/- 803 )",2660,"(+/- 871 )",3544,"(+/- 910 )",2026,"(+/- 687 )",1997,"(+/- 590 )",6711,"(+/- 1321 )",6402,"(+/- 1176 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",293025,"(+/- 4377 )",277873,"(+/- 3505 )",283940,"(+/- 3578 )",279730,"(+/- 2895 )",283846,"(+/- 3200 )",285178,"(+/- 3922 )",279677,"(+/- 3073 )",281718,"(+/- 3569 )",298288,"(+/- 4210 )",286251,"(+/- 3624 )",287025,"(+/- 3869 )",277461,"(+/- 4529 )",266256,"(+/- 4421 )",277198,"(+/- 5340 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",17305,"(+/- 1793 )",12323,"(+/- 1562 )",15102,"(+/- 1940 )",17780,"(+/- 1879 )",24262,"(+/- 2121 )",17110,"(+/- 2061 )",13444,"(+/- 1552 )",13501,"(+/- 1773 )",16449,"(+/- 1731 )",14094,"(+/- 1635 )",10219,"(+/- 1210 )",24342,"(+/- 2387 )",43969,"(+/- 3219 )",30723,"(+/- 2535 )"
