Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Workers,"Class of Worker","Private wage and salary workers",260851,"(+/- 7110 )",194557,"(+/- 7071 )",268947,"(+/- 7000 )",311055,"(+/- 8926 )",332960,"(+/- 9781 )",359487,"(+/- 9166 )",350167,"(+/- 9510 )",227630,"(+/- 7170 )",280428,"(+/- 6629 )",263116,"(+/- 9153 )",339513,"(+/- 10233 )",231196,"(+/- 7150 )",304311,"(+/- 11490 )",269062,"(+/- 6465 )"
Workers,"Class of Worker","Government workers",54901,"(+/- 4611 )",45112,"(+/- 4121 )",50503,"(+/- 3923 )",52034,"(+/- 4997 )",50795,"(+/- 4255 )",29502,"(+/- 3307 )",38049,"(+/- 4097 )",58721,"(+/- 4624 )",47963,"(+/- 3737 )",66776,"(+/- 4443 )",42544,"(+/- 3763 )",57945,"(+/- 3962 )",52782,"(+/- 6148 )",38880,"(+/- 3923 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",17224,"(+/- 2519 )",11556,"(+/- 2033 )",16227,"(+/- 2533 )",19086,"(+/- 2817 )",19751,"(+/- 2588 )",22885,"(+/- 3958 )",21906,"(+/- 3142 )",14353,"(+/- 2500 )",25664,"(+/- 3191 )",22657,"(+/- 2998 )",26570,"(+/- 3424 )",12226,"(+/- 1853 )",17698,"(+/- 2962 )",17770,"(+/- 2608 )"
Workers,"Class of Worker","Unpaid family workers",489,"(+/- 464 )",502,"(+/- 347 )",320,"(+/- 323 )",238,"(+/- 244 )",872,"(+/- 523 )",961,"(+/- 459 )",1704,"(+/- 883 )",350,"(+/- 234 )",373,"(+/- 261 )",438,"(+/- 258 )",245,"(+/- 215 )",558,"(+/- 492 )",760,"(+/- 447 )",296,"(+/- 253 )"
Housing,"Housing Occupancy","Total housing units",327534,"(+/- 2208 )",304619,"(+/- 2874 )",295413,"(+/- 3333 )",290175,"(+/- 5174 )",375111,"(+/- 5715 )",310367,"(+/- 5551 )",279179,"(+/- 3921 )",307861,"(+/- 2438 )",338355,"(+/- 2363 )",306160,"(+/- 4089 )",315833,"(+/- 4466 )",306313,"(+/- 2023 )",281560,"(+/- 5784 )",287786,"(+/- 1393 )"
Housing,"Housing Occupancy","Occupied housing units",278248,"(+/- 4304 )",246910,"(+/- 4937 )",268358,"(+/- 3916 )",270528,"(+/- 5048 )",319839,"(+/- 6717 )",287599,"(+/- 5243 )",265599,"(+/- 4022 )",262218,"(+/- 4355 )",281627,"(+/- 4678 )",267759,"(+/- 4726 )",291526,"(+/- 4737 )",247424,"(+/- 5107 )",258975,"(+/- 5872 )",256402,"(+/- 3709 )"
Housing,"Housing Occupancy","Vacant housing units",49286,"(+/- 3707 )",57709,"(+/- 3697 )",27055,"(+/- 2851 )",19647,"(+/- 2996 )",55272,"(+/- 4913 )",22768,"(+/- 3757 )",13580,"(+/- 2356 )",45643,"(+/- 3599 )",56728,"(+/- 4234 )",38401,"(+/- 3696 )",24307,"(+/- 3463 )",58889,"(+/- 4873 )",22585,"(+/- 3297 )",31384,"(+/- 3497 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.7,"(+/- 0.7 )",2.7,"(+/- 0.8 )",1.7,"(+/- 0.6 )",1.5,"(+/- 0.8 )",1.8,"(+/- 0.7 )",1.2,"(+/- 0.6 )",1.1,"(+/- 0.5 )",2.1,"(+/- 0.8 )",1.4,"(+/- 0.5 )",1.6,"(+/- 0.6 )",2.2,"(+/- 0.7 )",3.3,"(+/- 1.1 )",2.0,"(+/- 0.8 )",2.1,"(+/- 0.7 )"
Housing,"Housing Occupancy","Rental vacancy rate",10.5,"(+/- 1.8 )",6.7,"(+/- 1.4 )",6.1,"(+/- 1.7 )",5.7,"(+/- 1.4 )",7.7,"(+/- 1.3 )",8.6,"(+/- 2.1 )",7.8,"(+/- 2.0 )",7.0,"(+/- 1.6 )",5.8,"(+/- 1.7 )",4.1,"(+/- 1.3 )",6.5,"(+/- 1.8 )",9.9,"(+/- 2.3 )",7.2,"(+/- 1.8 )",5.5,"(+/- 1.6 )"
Housing,"Housing Tenure","Occupied housing units",278248,"(+/- 4304 )",246910,"(+/- 4937 )",268358,"(+/- 3916 )",270528,"(+/- 5048 )",319839,"(+/- 6717 )",287599,"(+/- 5243 )",265599,"(+/- 4022 )",262218,"(+/- 4355 )",281627,"(+/- 4678 )",267759,"(+/- 4726 )",291526,"(+/- 4737 )",247424,"(+/- 5107 )",258975,"(+/- 5872 )",256402,"(+/- 3709 )"
Housing,"Housing Tenure",Owner-occupied,171642,"(+/- 4637 )",134091,"(+/- 4239 )",187835,"(+/- 4572 )",166120,"(+/- 5050 )",145025,"(+/- 5087 )",187550,"(+/- 5042 )",181293,"(+/- 4666 )",165822,"(+/- 4107 )",213182,"(+/- 4524 )",185465,"(+/- 5269 )",188334,"(+/- 4461 )",154185,"(+/- 5840 )",166032,"(+/- 6066 )",179859,"(+/- 4754 )"
Housing,"Housing Tenure",Renter-occupied,106606,"(+/- 4508 )",112819,"(+/- 4678 )",80523,"(+/- 4289 )",104408,"(+/- 5099 )",174814,"(+/- 5952 )",100049,"(+/- 5320 )",84306,"(+/- 4139 )",96396,"(+/- 4473 )",68445,"(+/- 4250 )",82294,"(+/- 4175 )",103192,"(+/- 4778 )",93239,"(+/- 4944 )",92943,"(+/- 5276 )",76543,"(+/- 4768 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.63,"(+/- 0.06 )",2.52,"(+/- 0.05 )",2.78,"(+/- 0.05 )",2.90,"(+/- 0.08 )",2.44,"(+/- 0.08 )",2.74,"(+/- 0.06 )",3.09,"(+/- 0.06 )",2.67,"(+/- 0.05 )",2.65,"(+/- 0.05 )",2.83,"(+/- 0.05 )",2.76,"(+/- 0.05 )",2.81,"(+/- 0.06 )",2.88,"(+/- 0.08 )",2.82,"(+/- 0.05 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.50,"(+/- 0.09 )",2.55,"(+/- 0.07 )",2.55,"(+/- 0.09 )",2.84,"(+/- 0.10 )",2.27,"(+/- 0.07 )",2.37,"(+/- 0.08 )",2.82,"(+/- 0.12 )",2.58,"(+/- 0.11 )",2.73,"(+/- 0.11 )",2.64,"(+/- 0.09 )",2.41,"(+/- 0.08 )",2.74,"(+/- 0.10 )",2.94,"(+/- 0.13 )",2.65,"(+/- 0.11 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",278248,"(+/- 4304 )",246910,"(+/- 4937 )",268358,"(+/- 3916 )",270528,"(+/- 5048 )",319839,"(+/- 6717 )",287599,"(+/- 5243 )",265599,"(+/- 4022 )",262218,"(+/- 4355 )",281627,"(+/- 4678 )",267759,"(+/- 4726 )",291526,"(+/- 4737 )",247424,"(+/- 5107 )",258975,"(+/- 5872 )",256402,"(+/- 3709 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",61858,"(+/- 4287 )",51904,"(+/- 4072 )",49971,"(+/- 3715 )",47823,"(+/- 3999 )",90932,"(+/- 6018 )",56284,"(+/- 3753 )",49281,"(+/- 3413 )",50721,"(+/- 4713 )",46164,"(+/- 3609 )",47388,"(+/- 3692 )",72378,"(+/- 3887 )",51767,"(+/- 4094 )",48482,"(+/- 4894 )",40271,"(+/- 3419 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",50615,"(+/- 4127 )",36799,"(+/- 3427 )",43618,"(+/- 3341 )",51406,"(+/- 4492 )",67570,"(+/- 4912 )",64693,"(+/- 4395 )",53598,"(+/- 4414 )",42559,"(+/- 3116 )",43756,"(+/- 2975 )",41563,"(+/- 3493 )",57868,"(+/- 3918 )",39579,"(+/- 3272 )",46260,"(+/- 4540 )",40009,"(+/- 4076 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",50010,"(+/- 4045 )",38454,"(+/- 3248 )",43454,"(+/- 3425 )",50726,"(+/- 4434 )",58389,"(+/- 4307 )",52700,"(+/- 4001 )",53600,"(+/- 4223 )",44508,"(+/- 3961 )",47174,"(+/- 3289 )",48179,"(+/- 3308 )",53082,"(+/- 3754 )",36953,"(+/- 3284 )",50180,"(+/- 4532 )",47571,"(+/- 3809 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",53185,"(+/- 4016 )",50729,"(+/- 3003 )",67270,"(+/- 4022 )",63337,"(+/- 4482 )",53957,"(+/- 4165 )",58512,"(+/- 3855 )",70422,"(+/- 3931 )",54625,"(+/- 3714 )",76028,"(+/- 4519 )",65978,"(+/- 4170 )",62740,"(+/- 3097 )",52539,"(+/- 3554 )",66578,"(+/- 5356 )",61071,"(+/- 3418 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",31533,"(+/- 2612 )",33234,"(+/- 2891 )",32879,"(+/- 2971 )",33462,"(+/- 2873 )",21166,"(+/- 2564 )",35019,"(+/- 2803 )",27919,"(+/- 2816 )",31656,"(+/- 2888 )",35732,"(+/- 3023 )",32672,"(+/- 2770 )",27937,"(+/- 2254 )",31501,"(+/- 2649 )",25152,"(+/- 2421 )",32899,"(+/- 2811 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",31047,"(+/- 2649 )",35790,"(+/- 2365 )",31166,"(+/- 2542 )",23774,"(+/- 2183 )",27825,"(+/- 2419 )",20391,"(+/- 2070 )",10779,"(+/- 1553 )",38149,"(+/- 2563 )",32773,"(+/- 2795 )",31979,"(+/- 2731 )",17521,"(+/- 2023 )",35085,"(+/- 2570 )",22323,"(+/- 2490 )",34581,"(+/- 2673 )"
Housing,Value,"Owner-occupied units",171642,"(+/- 4637 )",134091,"(+/- 4239 )",187835,"(+/- 4572 )",166120,"(+/- 5050 )",145025,"(+/- 5087 )",187550,"(+/- 5042 )",181293,"(+/- 4666 )",165822,"(+/- 4107 )",213182,"(+/- 4524 )",185465,"(+/- 5269 )",188334,"(+/- 4461 )",154185,"(+/- 5840 )",166032,"(+/- 6066 )",179859,"(+/- 4754 )"
Housing,Value,"Less than $50,000",22686,"(+/- 2435 )",21470,"(+/- 1664 )",10987,"(+/- 1601 )",5932,"(+/- 1331 )",6615,"(+/- 1383 )",1448,"(+/- 487 )",4257,"(+/- 1268 )",25882,"(+/- 2214 )",15666,"(+/- 2033 )",13984,"(+/- 1765 )",4026,"(+/- 1183 )",22913,"(+/- 2435 )",7514,"(+/- 1899 )",16088,"(+/- 1893 )"
Housing,Value,"$50,000 to $99,999",26551,"(+/- 2796 )",41726,"(+/- 2814 )",25806,"(+/- 2211 )",17890,"(+/- 2533 )",16855,"(+/- 2055 )",1901,"(+/- 717 )",2996,"(+/- 1079 )",42256,"(+/- 3086 )",25613,"(+/- 2418 )",23415,"(+/- 2722 )",5470,"(+/- 1443 )",38338,"(+/- 2864 )",18654,"(+/- 2152 )",37891,"(+/- 3507 )"
Housing,Value,"$100,000 to $149,999",27178,"(+/- 2308 )",26138,"(+/- 2180 )",32270,"(+/- 2904 )",32793,"(+/- 2885 )",20970,"(+/- 2924 )",5675,"(+/- 1206 )",12377,"(+/- 1686 )",30961,"(+/- 3152 )",29884,"(+/- 2463 )",27478,"(+/- 2767 )",14727,"(+/- 2130 )",27190,"(+/- 2502 )",37365,"(+/- 3230 )",40853,"(+/- 3982 )"
Housing,Value,"$150,000 to $199,999",28366,"(+/- 3298 )",20106,"(+/- 2452 )",33375,"(+/- 2807 )",44568,"(+/- 3530 )",19520,"(+/- 2288 )",11601,"(+/- 1931 )",29004,"(+/- 2686 )",25687,"(+/- 2270 )",38286,"(+/- 2742 )",34433,"(+/- 2864 )",32518,"(+/- 3273 )",21273,"(+/- 2510 )",39907,"(+/- 3609 )",35698,"(+/- 3618 )"
Housing,Value,"$200,000 to $299,999",33744,"(+/- 3108 )",15314,"(+/- 1811 )",42698,"(+/- 2686 )",38746,"(+/- 3161 )",26716,"(+/- 2810 )",32661,"(+/- 2910 )",56390,"(+/- 3391 )",24758,"(+/- 2945 )",52593,"(+/- 3299 )",45334,"(+/- 3421 )",54417,"(+/- 3520 )",27762,"(+/- 2940 )",34244,"(+/- 3436 )",27078,"(+/- 2774 )"
Housing,Value,"$300,000 to $499,999",22323,"(+/- 2130 )",7223,"(+/- 1406 )",32770,"(+/- 2581 )",20894,"(+/- 2588 )",25446,"(+/- 2145 )",74665,"(+/- 3786 )",57881,"(+/- 2709 )",10751,"(+/- 1923 )",36030,"(+/- 2899 )",30130,"(+/- 2920 )",48662,"(+/- 3158 )",11934,"(+/- 1855 )",22049,"(+/- 2634 )",17623,"(+/- 2412 )"
Housing,Value,"$500,000 to $999,999",7970,"(+/- 1385 )",1425,"(+/- 489 )",9100,"(+/- 1429 )",4871,"(+/- 1112 )",22417,"(+/- 2063 )",52922,"(+/- 3365 )",16347,"(+/- 1763 )",4791,"(+/- 1197 )",13177,"(+/- 1702 )",8352,"(+/- 1471 )",21430,"(+/- 2291 )",3845,"(+/- 960 )",5653,"(+/- 1404 )",3570,"(+/- 868 )"
Housing,Value,"$1,000,000 or more",2824,"(+/- 846 )",689,"(+/- 418 )",829,"(+/- 353 )",426,"(+/- 234 )",6486,"(+/- 1087 )",6677,"(+/- 1223 )",2041,"(+/- 734 )",736,"(+/- 372 )",1933,"(+/- 556 )",2339,"(+/- 748 )",7084,"(+/- 1440 )",930,"(+/- 350 )",646,"(+/- 357 )",1058,"(+/- 518 )"
Housing,Value,"Median (dollars)",163900,"(+/- 5044 )",106700,"(+/- 4174 )",183200,"(+/- 6574 )",174600,"(+/- 3959 )",227900,"(+/- 8666 )",401400,"(+/- 8012 )",271200,"(+/- 6240 )",124300,"(+/- 5432 )",195300,"(+/- 5641 )",189500,"(+/- 5099 )",267300,"(+/- 5763 )",129200,"(+/- 5826 )",169800,"(+/- 3896 )",143900,"(+/- 4559 )"
Housing,"Mortgage Status","Owner-occupied units",171642,"(+/- 4637 )",134091,"(+/- 4239 )",187835,"(+/- 4572 )",166120,"(+/- 5050 )",145025,"(+/- 5087 )",187550,"(+/- 5042 )",181293,"(+/- 4666 )",165822,"(+/- 4107 )",213182,"(+/- 4524 )",185465,"(+/- 5269 )",188334,"(+/- 4461 )",154185,"(+/- 5840 )",166032,"(+/- 6066 )",179859,"(+/- 4754 )"
Housing,"Mortgage Status","Housing units with a mortgage",98777,"(+/- 4507 )",73585,"(+/- 3443 )",121979,"(+/- 4464 )",123692,"(+/- 4534 )",106129,"(+/- 4785 )",136703,"(+/- 4767 )",133669,"(+/- 4560 )",90420,"(+/- 4088 )",120207,"(+/- 4566 )",118299,"(+/- 5243 )",135410,"(+/- 4890 )",80646,"(+/- 4784 )",121815,"(+/- 5834 )",106781,"(+/- 4884 )"
Housing,"Mortgage Status","Housing units without a mortgage",72865,"(+/- 3735 )",60506,"(+/- 2602 )",65856,"(+/- 2941 )",42428,"(+/- 2915 )",38896,"(+/- 3163 )",50847,"(+/- 3249 )",47624,"(+/- 3936 )",75402,"(+/- 3352 )",92975,"(+/- 3954 )",67166,"(+/- 3393 )",52924,"(+/- 3781 )",73539,"(+/- 4037 )",44217,"(+/- 3856 )",73078,"(+/- 3407 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",98777,"(+/- 4507 )",73585,"(+/- 3443 )",121979,"(+/- 4464 )",123692,"(+/- 4534 )",106129,"(+/- 4785 )",136703,"(+/- 4767 )",133669,"(+/- 4560 )",90420,"(+/- 4088 )",120207,"(+/- 4566 )",118299,"(+/- 5243 )",135410,"(+/- 4890 )",80646,"(+/- 4784 )",121815,"(+/- 5834 )",106781,"(+/- 4884 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1398,"(+/- 551 )",2735,"(+/- 739 )",1543,"(+/- 584 )",948,"(+/- 501 )",1282,"(+/- 576 )",402,"(+/- 294 )",429,"(+/- 346 )",1911,"(+/- 701 )",2129,"(+/- 761 )",1317,"(+/- 636 )",1345,"(+/- 630 )",2488,"(+/- 941 )",1393,"(+/- 706 )",2108,"(+/- 1075 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",24722,"(+/- 2649 )",29155,"(+/- 2413 )",29836,"(+/- 2898 )",25964,"(+/- 2836 )",17142,"(+/- 2412 )",8811,"(+/- 1617 )",12233,"(+/- 1763 )",33967,"(+/- 2905 )",30389,"(+/- 2970 )",27874,"(+/- 2741 )",14104,"(+/- 2107 )",26916,"(+/- 2571 )",29076,"(+/- 2853 )",37495,"(+/- 2992 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",32677,"(+/- 3033 )",25951,"(+/- 2288 )",40964,"(+/- 3324 )",49697,"(+/- 3970 )",35357,"(+/- 3467 )",24428,"(+/- 2578 )",38917,"(+/- 3512 )",29273,"(+/- 2771 )",42482,"(+/- 3384 )",41103,"(+/- 3176 )",41454,"(+/- 2945 )",26403,"(+/- 3095 )",48401,"(+/- 4168 )",39203,"(+/- 3190 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",22623,"(+/- 2963 )",9413,"(+/- 1539 )",25306,"(+/- 2671 )",27922,"(+/- 3039 )",16817,"(+/- 2412 )",27342,"(+/- 2594 )",36493,"(+/- 3017 )",15784,"(+/- 2335 )",25307,"(+/- 2633 )",24328,"(+/- 2204 )",31449,"(+/- 2514 )",15920,"(+/- 2459 )",23008,"(+/- 2924 )",16398,"(+/- 2423 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",8786,"(+/- 1331 )",4497,"(+/- 1099 )",11973,"(+/- 1762 )",12036,"(+/- 2197 )",11243,"(+/- 2038 )",27442,"(+/- 2833 )",21786,"(+/- 2545 )",5381,"(+/- 1256 )",10480,"(+/- 1626 )",13503,"(+/- 1782 )",23092,"(+/- 2613 )",4802,"(+/- 1189 )",11515,"(+/- 2369 )",7056,"(+/- 1747 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",4664,"(+/- 1023 )",1044,"(+/- 438 )",6160,"(+/- 1257 )",3401,"(+/- 981 )",8189,"(+/- 1382 )",21301,"(+/- 2206 )",12439,"(+/- 1548 )",2399,"(+/- 736 )",5621,"(+/- 1082 )",5128,"(+/- 1471 )",10192,"(+/- 1380 )",2246,"(+/- 976 )",4225,"(+/- 1272 )",2910,"(+/- 974 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3907,"(+/- 1109 )",790,"(+/- 407 )",6197,"(+/- 1419 )",3724,"(+/- 1043 )",16099,"(+/- 1795 )",26977,"(+/- 2671 )",11372,"(+/- 1725 )",1705,"(+/- 868 )",3799,"(+/- 690 )",5046,"(+/- 1054 )",13774,"(+/- 2005 )",1871,"(+/- 650 )",4197,"(+/- 1241 )",1611,"(+/- 557 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1334,"(+/- 44 )",1075,"(+/- 30 )",1358,"(+/- 33 )",1352,"(+/- 28 )",1489,"(+/- 53 )",2134,"(+/- 43 )",1673,"(+/- 29 )",1140,"(+/- 37 )",1294,"(+/- 38 )",1355,"(+/- 34 )",1640,"(+/- 36 )",1188,"(+/- 40 )",1293,"(+/- 32 )",1144,"(+/- 25 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",72865,"(+/- 3735 )",60506,"(+/- 2602 )",65856,"(+/- 2941 )",42428,"(+/- 2915 )",38896,"(+/- 3163 )",50847,"(+/- 3249 )",47624,"(+/- 3936 )",75402,"(+/- 3352 )",92975,"(+/- 3954 )",67166,"(+/- 3393 )",52924,"(+/- 3781 )",73539,"(+/- 4037 )",44217,"(+/- 3856 )",73078,"(+/- 3407 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",11469,"(+/- 1744 )",8838,"(+/- 1226 )",8098,"(+/- 1428 )",4774,"(+/- 1003 )",5144,"(+/- 1190 )",1983,"(+/- 736 )",2945,"(+/- 953 )",17653,"(+/- 1999 )",18323,"(+/- 2590 )",8234,"(+/- 1476 )",4016,"(+/- 1176 )",13880,"(+/- 2292 )",5931,"(+/- 1300 )",15398,"(+/- 1693 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",25318,"(+/- 2415 )",21219,"(+/- 2278 )",18478,"(+/- 1684 )",11093,"(+/- 1985 )",9702,"(+/- 1391 )",6515,"(+/- 1209 )",11327,"(+/- 1907 )",24383,"(+/- 2074 )",31041,"(+/- 2620 )",22138,"(+/- 2201 )",15945,"(+/- 2160 )",28871,"(+/- 2579 )",14531,"(+/- 2171 )",28017,"(+/- 2614 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",21815,"(+/- 2437 )",19959,"(+/- 1903 )",23915,"(+/- 2251 )",15314,"(+/- 2150 )",9194,"(+/- 1427 )",12783,"(+/- 1761 )",16445,"(+/- 2150 )",22205,"(+/- 1833 )",27893,"(+/- 2382 )",21009,"(+/- 2150 )",17770,"(+/- 1825 )",21808,"(+/- 2399 )",15468,"(+/- 2428 )",19129,"(+/- 2012 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",7001,"(+/- 1265 )",8349,"(+/- 1260 )",7857,"(+/- 1386 )",7528,"(+/- 1371 )",6856,"(+/- 1479 )",12982,"(+/- 1363 )",9242,"(+/- 1576 )",7619,"(+/- 1539 )",8769,"(+/- 1511 )",10244,"(+/- 1533 )",7678,"(+/- 1260 )",6230,"(+/- 1275 )",4809,"(+/- 1335 )",6492,"(+/- 1720 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",3229,"(+/- 814 )",1707,"(+/- 644 )",4456,"(+/- 1008 )",2746,"(+/- 895 )",2254,"(+/- 760 )",7748,"(+/- 1385 )",4404,"(+/- 1111 )",1499,"(+/- 503 )",3573,"(+/- 973 )",2621,"(+/- 913 )",3105,"(+/- 1169 )",1492,"(+/- 591 )",2626,"(+/- 1064 )",2541,"(+/- 708 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",4033,"(+/- 922 )",434,"(+/- 220 )",3052,"(+/- 852 )",973,"(+/- 511 )",5746,"(+/- 1022 )",8836,"(+/- 1336 )",3261,"(+/- 801 )",2043,"(+/- 778 )",3376,"(+/- 845 )",2920,"(+/- 909 )",4410,"(+/- 1050 )",1258,"(+/- 471 )",852,"(+/- 441 )",1501,"(+/- 511 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",398,"(+/- 16 )",402,"(+/- 16 )",449,"(+/- 14 )",459,"(+/- 17 )",492,"(+/- 29 )",653,"(+/- 19 )",513,"(+/- 21 )",371,"(+/- 14 )",387,"(+/- 12 )",427,"(+/- 18 )",464,"(+/- 16 )",367,"(+/- 12 )",418,"(+/- 21 )",365,"(+/- 11 )"
Housing,"Gross Rent","Occupied units paying rent",99610,"(+/- 4411 )",103730,"(+/- 4722 )",75319,"(+/- 4272 )",103502,"(+/- 5132 )",171519,"(+/- 5880 )",98150,"(+/- 5321 )",82300,"(+/- 4174 )",88259,"(+/- 4300 )",59684,"(+/- 4151 )",74250,"(+/- 3799 )",99434,"(+/- 4646 )",84034,"(+/- 4765 )",89621,"(+/- 5432 )",70689,"(+/- 4696 )"
Housing,"Gross Rent","Less than $500",10434,"(+/- 1850 )",20843,"(+/- 2698 )",7679,"(+/- 1632 )",3839,"(+/- 1066 )",16713,"(+/- 2272 )",1268,"(+/- 566 )",2423,"(+/- 875 )",13124,"(+/- 1681 )",7474,"(+/- 1857 )",9443,"(+/- 1561 )",3516,"(+/- 1108 )",16507,"(+/- 2347 )",2625,"(+/- 994 )",12185,"(+/- 1918 )"
Housing,"Gross Rent","$500 to $999",41897,"(+/- 3384 )",62226,"(+/- 3906 )",35457,"(+/- 3509 )",31092,"(+/- 3239 )",52613,"(+/- 3914 )",10082,"(+/- 1967 )",11884,"(+/- 1939 )",54474,"(+/- 3759 )",32684,"(+/- 2829 )",39587,"(+/- 3308 )",24463,"(+/- 3219 )",44778,"(+/- 3341 )",29715,"(+/- 3667 )",42214,"(+/- 3487 )"
Housing,"Gross Rent","$1,000 to $1,499",37914,"(+/- 3720 )",16763,"(+/- 2468 )",25967,"(+/- 2905 )",55385,"(+/- 3804 )",64200,"(+/- 3760 )",54020,"(+/- 4056 )",40575,"(+/- 3962 )",17753,"(+/- 2665 )",16427,"(+/- 2482 )",17042,"(+/- 2633 )",47990,"(+/- 4436 )",19118,"(+/- 2370 )",45573,"(+/- 5003 )",12460,"(+/- 2698 )"
Housing,"Gross Rent","$1,500 to $1,999",7548,"(+/- 1525 )",2758,"(+/- 734 )",4960,"(+/- 1241 )",12136,"(+/- 2747 )",26678,"(+/- 2932 )",23480,"(+/- 2879 )",23020,"(+/- 2956 )",2018,"(+/- 739 )",2443,"(+/- 868 )",5581,"(+/- 1436 )",19216,"(+/- 2861 )",3018,"(+/- 937 )",9875,"(+/- 2083 )",2332,"(+/- 1070 )"
Housing,"Gross Rent","$2,000 to $2,499",1214,"(+/- 474 )",885,"(+/- 503 )",846,"(+/- 510 )",897,"(+/- 496 )",7253,"(+/- 1230 )",5717,"(+/- 1600 )",2921,"(+/- 1049 )",667,"(+/- 379 )",426,"(+/- 306 )",2088,"(+/- 1153 )",2324,"(+/- 918 )",234,"(+/- 257 )",1230,"(+/- 793 )",1406,"(+/- 920 )"
Housing,"Gross Rent","$2,500 to $2,999",406,"(+/- 256 )",197,"(+/- 206 )",134,"(+/- 129 )",153,"(+/- 152 )",1695,"(+/- 846 )",1540,"(+/- 691 )",979,"(+/- 560 )",132,"(+/- 161 )",72,"(+/- 92 )",408,"(+/- 251 )",894,"(+/- 556 )",0,"(+/- 226 )",475,"(+/- 523 )",0,"(+/- 226 )"
Housing,"Gross Rent","$3,000 or more",197,"(+/- 190 )",58,"(+/- 62 )",276,"(+/- 201 )",0,"(+/- 226 )",2367,"(+/- 765 )",2043,"(+/- 815 )",498,"(+/- 371 )",91,"(+/- 148 )",158,"(+/- 122 )",101,"(+/- 124 )",1031,"(+/- 617 )",379,"(+/- 303 )",128,"(+/- 213 )",92,"(+/- 165 )"
Housing,"Gross Rent","Median (dollars)",975,"(+/- 27 )",730,"(+/- 18 )",942,"(+/- 28 )",1122,"(+/- 19 )",1117,"(+/- 23 )",1360,"(+/- 21 )",1328,"(+/- 31 )",775,"(+/- 17 )",843,"(+/- 29 )",838,"(+/- 29 )",1215,"(+/- 27 )",771,"(+/- 19 )",1101,"(+/- 22 )",748,"(+/- 25 )"
Housing,"Gross Rent","No rent paid",6996,"(+/- 1239 )",9089,"(+/- 1378 )",5204,"(+/- 1145 )",906,"(+/- 448 )",3295,"(+/- 1096 )",1899,"(+/- 755 )",2006,"(+/- 836 )",8137,"(+/- 1512 )",8761,"(+/- 1380 )",8044,"(+/- 1771 )",3758,"(+/- 1352 )",9205,"(+/- 1570 )",3322,"(+/- 1211 )",5854,"(+/- 1261 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",278248,"(+/- 4304 )",246910,"(+/- 4937 )",268358,"(+/- 3916 )",270528,"(+/- 5048 )",319839,"(+/- 6717 )",287599,"(+/- 5243 )",265599,"(+/- 4022 )",262218,"(+/- 4355 )",281627,"(+/- 4678 )",267759,"(+/- 4726 )",291526,"(+/- 4737 )",247424,"(+/- 5107 )",258975,"(+/- 5872 )",256402,"(+/- 3709 )"
